38577555	0	0	0	0	0	0	0	5066	0	84	0	0	0	32767	0
38577556	0	0	0	0	0	0	0	5065	0	77	0	0	0	32767	0
38577557	0	0	0	0	0	0	0	5066	0	76	0	0	0	32767	0
38577558	0	0	0	0	0	0	0	5066	0	77	0	0	0	32767	0
38577559	0	0	0	0	0	0	0	5066	0	83	0	0	0	32767	0
38577560	0	0	0	0	0	0	0	5066	0	83	0	0	0	32767	0
38577561	0	0	0	0	0	0	0	5066	0	73	0	0	0	32767	0
38577562	0	0	0	0	0	0	0	5067	0	83	0	0	0	32767	0
38577563	0	0	0	0	0	0	0	5067	0	87	0	0	0	32767	0
38577564	0	0	0	0	0	0	0	5029	0	45	0	0	0	32767	0
38577565	0	0	0	0	0	0	0	5069	0	73	0	0	0	32767	0
38577566	0	0	0	0	0	0	0	5067	0	92	0	0	0	32767	0
38577567	0	0	0	0	0	0	0	5051	0	100	0	0	0	32767	0
38577568	0	0	0	0	0	0	0	5022	0	105	0	0	0	32767	0
38577569	0	0	0	0	0	0	0	4989	0	105	0	0	0	32767	0
38577570	0	0	0	0	0	0	0	4961	0	122	0	0	0	32767	0
38577571	0	0	0	0	0	0	0	4935	0	131	0	0	0	32767	0
38577572	0	0	0	0	0	0	0	4912	0	136	0	0	0	32767	0
38577573	0	0	0	0	0	0	0	4893	0	145	0	0	0	32767	0
38577574	0	0	0	0	0	0	0	4878	0	163	0	0	0	32767	0
38577575	0	0	0	0	0	0	0	4864	0	165	0	0	0	32767	0
38577576	0	0	0	0	0	0	0	4854	0	170	0	0	0	32767	0
38577577	0	0	0	0	0	0	0	4843	0	183	0	0	0	32767	0
38577578	0	0	0	0	0	0	0	4832	0	196	0	0	0	32767	0
38577579	0	0	0	0	0	0	0	4821	0	206	0	0	0	32767	0
38577580	0	0	0	0	0	0	0	4810	0	210	0	0	0	32767	0
38577581	0	0	0	0	0	0	0	4797	0	214	0	0	0	32767	0
38577582	0	0	0	0	0	0	0	4786	0	235	0	0	0	32767	0
38577583	0	0	0	0	0	0	0	4777	0	241	0	0	0	32767	0
38577584	0	0	0	0	0	0	0	4767	0	247	0	0	0	32767	0
38577585	0	0	0	0	0	0	0	4759	0	255	0	0	0	32767	0
38577586	0	0	0	0	0	0	0	4751	0	269	0	0	0	32767	0
38577587	0	0	0	0	0	0	0	4744	0	281	0	0	0	32767	0
38577588	0	0	0	0	0	0	0	4737	0	283	0	0	0	32767	0
38577589	0	0	0	0	0	0	0	4732	0	288	0	0	0	32767	0
38577590	0	0	0	0	0	0	0	4725	0	305	0	0	0	32767	0
38577591	0	0	0	0	0	0	0	4722	0	291	0	0	0	32767	0
38577592	0	0	0	0	0	0	0	4717	0	321	0	0	0	32767	0
38577593	0	0	0	0	0	0	0	4710	0	341	0	0	0	32767	0
38577594	0	0	0	0	0	0	0	4706	0	345	0	0	0	32767	0
38577595	0	0	0	0	0	0	0	4700	0	334	0	0	0	32767	0
38577596	0	0	0	0	0	0	0	4695	0	364	0	0	0	32767	0
38577597	0	0	0	0	0	0	0	4689	0	374	0	0	0	32767	0
